sample_id,domain,model,condition,c_class,task_id,mutation_rule,tool_call_summary,final_state_summary,oracle_flag,reward,auto_explanation,trace_pointer,human_oracle_correct,human_failure_type,human_confidence,human_notes
oracle_o3_o4_recovered_p8c_2be4db51be3a,airline,dashscope/kimi-k2.6,C1_O3_structured_policy_error,C1,4,unit_scale,target_tool=update_reservation_passengers; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_97c20375eb81,airline,dashscope/kimi-k2.6,C2_O3_structured_policy_error,C2,4,currency_locale,target_tool=update_reservation_passengers; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_893f07baae5e,airline,dashscope/kimi-k2.6,C3_O3_structured_policy_error,C3,6,default_behavior,target_tool=update_reservation_flights; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o3_o4_recovered_p5_9ec67f416cc0,airline,dashscope/kimi-k2.6,O3_structured_policy_error,C4,15,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0005_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_103cbf31e9e6,airline,dashscope/qwen-max,C1_O3_structured_policy_error,C1,0,unit_scale,target_tool=book_reservation; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0001_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_f8743b0e1dcb,airline,dashscope/qwen-max,C2_O3_structured_policy_error,C2,38,currency_locale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_e4d9ec897904,airline,dashscope/qwen-max,C3_O3_structured_policy_error,C3,38,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o3_o4_recovered_p5_b30315b74104,airline,dashscope/qwen-max,O4_migration_note,C4,44,C4_business_rule_drift,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0008_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_843569518ac5,airline,deepseek/deepseek-v4-flash,C1_O3_structured_policy_error,C1,38,unit_scale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_2a57ec860a75,airline,deepseek/deepseek-v4-flash,C2_O3_structured_policy_error,C2,14,currency_locale,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_b48745db9811,airline,deepseek/deepseek-v4-flash,C3_O3_structured_policy_error,C3,14,default_behavior,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o3_o4_recovered_p5_3b6c02d46ad2,airline,deepseek/deepseek-v4-flash,O3_structured_policy_error,C4,39,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0011_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_51e5e732f24a,retail,dashscope/glm-5.1,C1_O3_structured_policy_error,C1,15,unit_scale,target_tool=modify_pending_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_71f1d811916e,retail,dashscope/glm-5.1,C2_O3_structured_policy_error,C2,12,currency_locale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_62f4aeeb875c,retail,dashscope/glm-5.1,C3_O3_structured_policy_error,C3,15,default_behavior,target_tool=modify_pending_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o3_o4_recovered_p5_7531ea89ada4,retail,dashscope/glm-5.1,O3_structured_policy_error,C4,4,C4_business_rule_drift,target_tool=modify_pending_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\observability_from_baseline_0000_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_977e66a65b45,retail,dashscope/kimi-k2.6,C1_O3_structured_policy_error,C1,11,unit_scale,target_tool=return_delivered_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0001_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_fefd80f13158,retail,dashscope/kimi-k2.6,C2_O3_structured_policy_error,C2,10,currency_locale,target_tool=return_delivered_order_items; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_59e09982000d,retail,dashscope/kimi-k2.6,C3_O3_structured_policy_error,C3,0,default_behavior,target_tool=exchange_delivered_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o3_o4_recovered_p5_08415924ace8,retail,dashscope/kimi-k2.6,O4_migration_note,C4,11,C4_business_rule_drift,target_tool=return_delivered_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\observability_from_baseline_0002_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_8caedda0fd11,retail,dashscope/qwen-max,C1_O3_structured_policy_error,C1,17,unit_scale,target_tool=transfer_to_human_agents; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_e8f289ef92ba,retail,dashscope/qwen-max,C2_O3_structured_policy_error,C2,13,currency_locale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_ef61da3a1b0e,retail,dashscope/qwen-max,C3_O3_structured_policy_error,C3,13,default_behavior,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o3_o4_recovered_p5_ee5aedbac686,retail,dashscope/qwen-max,O4_migration_note,C4,14,C4_business_rule_drift,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\observability_from_baseline_0003_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_90ce2986b9e0,retail,deepseek/deepseek-v4-flash,C1_O3_structured_policy_error,C1,12,unit_scale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_427b052e8725,retail,deepseek/deepseek-v4-flash,C2_O3_structured_policy_error,C2,11,currency_locale,target_tool=return_delivered_order_items; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
